                    SOFT STORY PROPERTIES LIST (Updated Every Wednesday),,,,,,,,,,,
BLOCK,LOT,PROPERTY,NOTICE,SCREENING FORM,,OPT. EVALUATION,,IN / OUT,TIER,,
0298,013,678 POST ST,X,09/25/14,10/16/14,,,OUT,,Not Subject to the Program,
0298,025,720 JONES ST,X,09/08/14,09/10/14,,,OUT,,Not Subject to the Program,
0298,037,755 SUTTER ST,X,11/12/13,11/13/13,,,OUT,,Not Subject to the Program,
0298,014,700 JONES ST,X,09/26/13,09/30/13,,,OUT,,Not Subject to the Program,
0299,020,845 SUTTER ST,X,10/30/13,11/08/13,,,OUT,,Not Subject to the Program,
0299,006,754 POST ST,X,02/13/14,02/14/14,,,OUT,,Not Subject to the Program,
0299,011,724 LEAVENWORTH ST,X,09/15/14,11/20/14,,,OUT,,Not Subject to the Program,
0299,014,740 LEAVENWORTH ST,X,09/05/14,09/05/14,,,OUT,,Not Subject to the Program,
0299,015,895 SUTTER ST,X,10/30/13,11/08/13,,,OUT,,Not Subject to the Program,
0299,013,736 LEAVENWORTH ST,X,09/27/13,09/30/13,,,OUT,,Not Subject to the Program,
0300,007,866 POST ST,X,,,,,OUT,,Not Subject to the Program,
0300,014,975 SUTTER ST,X,07/28/14,08/07/14,,,OUT,,Not Subject to the Program,
0300,003A,715 LEAVENWORTH ST,X,03/14/14,03/18/14,,,OUT,,Not Subject to the Program,
0300,018,935 SUTTER ST,X,10/30/14,10/30/14,,,IN,2,Screening Form Accepted,
0301,021,1025 SUTTER ST,X,,,,,OUT,,Not Subject to the Program,
0301,014,1000 LARKIN ST,X,10/07/14,10/16/14,,,OUT,,Not Subject to the Program,
0301,020,1035 SUTTER ST,X,01/30/14,03/07/14,,,OUT,,Not Subject to the Program,
0301,011,940 POST ST,X,11/27/13,12/04/13,,,OUT,,Not Subject to the Program,
0301,015,1030 LARKIN ST,X,11/26/14,11/26/14,,,OUT,,Not Subject to the Program,
0301,013,970 POST ST,X,04/04/14,04/17/14,,,OUT,,Not Subject to the Program,
0301,007,900 POST ST,X,11/15/13,11/15/13,,,OUT,,Not Subject to the Program,
0301,002,737 HYDE ST,X,07/31/14,08/11/14,,,OUT,,Not Subject to the Program,
0301,018,1065 SUTTER ST,X,09/12/14,09/15/14,,,OUT,,Not Subject to the Program,
0302,008,611 HYDE ST,X,09/08/14,09/22/14,,,OUT,,Not Subject to the Program,
0302,014A,890 GEARY ST,X,,,,,OUT,,Not Subject to the Program,
0302,016,926 LARKIN ST,X,09/12/14,09/15/14,,,OUT,,Not Subject to the Program,
0302,002,655 HYDE ST,X,09/03/14,09/03/14,,,OUT,,Not Subject to the Program,
0302,017,934 LARKIN ST,,04/03/14,04/17/14,,,OUT,,Not Subject to the Program,
0303,016,861 POST ST,X,01/30/14,02/07/14,,,OUT,,Not Subject to the Program,
0303,001,645 LEAVENWORTH ST,X,10/15/14,10/15/14,,,OUT,,Not Subject to the Program,
0303,006,760 GEARY ST,X,11/27/13,12/04/13,,,OUT,,Not Subject to the Program,
0303,017,851 POST ST,X,10/30/13,11/08/13,,,OUT,,Not Subject to the Program,
0303,013B,891 POST ST,X,,,,,OUT,,Not Subject to the Program,
0303,014,875 POST ST,X,09/05/14,09/10/14,,,OUT,,Not Subject to the Program,
0303,012,628 HYDE ST,X,02/01/14,02/07/14,,,OUT,,Not Subject to the Program,
0303,013A,642 HYDE ST,X,03/06/14,03/07/14,,,OUT,,Not Subject to the Program,
0304,011,600 LEAVENWORTH ST,X,01/30/14,01/30/14,,,OUT,,Not Subject to the Program,
0304,006,630 GEARY ST,X,10/22/13,11/01/13,,,OUT,,Not Subject to the Program,
0304,018,711 POST ST,X,10/22/13,11/01/13,,,OUT,,Not Subject to the Program,
0304,002,649 JONES ST,X,10/29/14,10/30/14,,,OUT,,Not Subject to the Program,
0304,004,605 JONES ST,X,09/10/14,09/22/14,,,OUT,,Not Subject to the Program,
0305,034,611 POST ST,X,03/18/14,03/18/14,,,OUT,,Not Subject to the Program,
0305,018,691 POST ST,X,10/22/13,11/01/13,,,OUT,,Not Subject to the Program,
0305,001,555 TAYLOR ST,X,01/21/14,02/11/14,,,OUT,,Not Subject to the Program,
0306,007B,466 GEARY ST, ,08/12/14,08/19/14,,,OUT, ,Not Subject to the Program,
0306,007A,450 GEARY ST, ,08/12/14,08/19/14,,,OUT, ,Not Subject to the Program,
0306,017,550 TAYLOR ST,X,10/07/13,10/07/13,,,OUT,,Not Subject to the Program,
0310,012,55 MAIDEN LN,X,10/31/14,11/20/14,,,OUT,,Not Subject to the Program,
0315,015,280 O'FARRELL ST,X,08/29/14,09/02/14,,,OUT,,Not Subject to the Program,
0315,010,238 O'FARRELL ST,,07/03/14,07/07/14,,,OUT,,Not Subject to the Program,
0317,011,532 JONES ST,X,09/20/13,09/30/13,,,OUT,,Not Subject to the Program,
0318,019,665 GEARY ST,X,04/22/14,05/06/14,,,OUT,,Not Subject to the Program,
0318,006,511 JONES ST,X,11/01/14,11/14/14,,,OUT,,Not Subject to the Program,
0318,002,545 JONES ST,X,07/09/14,07/17/14,,,OUT,,Not Subject to the Program,
0318,001,555 JONES ST,X,11/27/13,12/04/13,,,OUT,,Not Subject to the Program,
0318,016A,550 LEAVENWORTH ST,X,10/30/13,11/13/13,,,OUT,,Not Subject to the Program,
0318,012,570 O'FARRELL ST,X,12/12/13,12/12/13,,,IN,4,Screening Form Accepted,
0319,001,709 GEARY ST,X,01/27/14,02/07/14,,,OUT,,Not Subject to the Program,
0319,025A,735 GEARY ST,X,03/12/14,03/18/14,,,OUT,,Not Subject to the Program,
0319,019,522 HYDE ST,X,02/02/15,02/17/15,,,OUT,,Not Subject to the Program,
0319,007,600 OFARRELL ST,X,08/29/14,09/02/14,,,OUT,,Not Subject to the Program,
0319,003,535 LEAVENWORTH ST,X,06/16/15,06/17/15,,,OUT,,Not Subject to the Program,
0319,004,525 LEAVENWORTH ST,X,06/12/15,06/15/15,,,OUT,,Not Subject to the Program,
0319,014,660 OFARRELL ST,X,07/28/14,10/09/14,,,OUT,,Not Subject to the Program,
0319,008,620 O'FARRELL ST,X,10/14/14,10/16/14,,,OUT,,Not Subject to the Program,
0319,005,511 LEAVENWORTH ST,X,08/06/14,08/19/14,,,OUT,,Not Subject to the Program,
0319,020,534 HYDE ST,X,01/14/14,01/14/14,,,OUT,,Not Subject to the Program,
0319,026,725 GEARY ST,X,08/26/14,09/02/14,,,OUT,,Not Subject to the Program,
0320,011,750 O'FARRELL ST,X,10/15/14,10/15/14,,,OUT,,Not Subject to the Program,
0320,002,537 HYDE ST,X,03/14/14,03/18/14,,,OUT,,Not Subject to the Program,
0320,023,811 GEARY ST,,10/31/14,11/20/14,,,OUT,,Not Subject to the Program,
0320,007,716 OFARRELL ST,X,09/15/14,12/23/14,,,OUT,,Not Subject to the Program,
0320,005,525 HYDE ST,X,09/03/14,09/03/14,,,OUT,,Not Subject to the Program,
0320,001,545 HYDE ST,X,08/18/14,12/12/14,,,OUT,,Not Subject to the Program,
0321,038,725 OFARRELL ST,X,09/08/14,09/22/14,,,OUT,,Not Subject to the Program,
0321,031,771 OFARRELL ST,X,06/26/14,07/01/14,,,OUT,,Not Subject to the Program,
0321,012,624 ELLIS ST,X,07/07/14,07/14/14,,,OUT,,Not Subject to the Program,
0321,025,734 LARKIN ST,X,09/12/14,09/15/14,,,OUT,,Not Subject to the Program,
0321,028,791 OFARRELL ST,X,09/26/13,09/30/13,,,OUT,,Not Subject to the Program,
0321,008,417 HYDE ST,X,09/11/14,09/15/14,,,OUT,,Not Subject to the Program,
0321,034,755 OFARRELL ST,X,02/25/14,03/07/14,,,OUT,,Not Subject to the Program,
0321,037,735 O'FARRELL ST,X,07/28/14,07/28/14,,,IN,2,Screening Form Accepted,
0321,032,765 O'FARRELL ST,X,07/31/14,07/31/14,,,IN,2,Screening Form Accepted,
0321,016,650 ELLIS ST,X,08/26/14,08/26/14,,,IN,2,Screening Form Accepted,
0322,009,691 O'FARRELL ST,X,01/27/14,02/07/14,,,OUT,,Not Subject to the Program,
0322,003,500 ELLIS ST,X,07/19/14,07/19/14,,,OUT,,Not Subject to the Program,
0322,010,675 O'FARRELL ST,X,06/12/15,06/15/15,,,OUT,,Not Subject to the Program,
0322,011,667 O'FARRELL ST,X,08/20/14,08/28/14,,,OUT,,Not Subject to the Program,
0323,016,434 LEAVENWORTH ST,X,01/27/14,01/27/14,,,OUT,,Not Subject to the Program,
0323,001,441 JONES ST,X,,,,,OUT,,Not Subject to the Program,
0323,011,450 ELLIS ST,X,09/15/14,10/16/14,,,OUT,,Not Subject to the Program,
0323,018,595 O'FARRELL ST,X,07/31/14,08/07/14,,,OUT,,Not Subject to the Program,
0323,023,545 OFARRELL ST,X,11/26/13,12/04/13,,,OUT,,Not Subject to the Program,
0324,010,372 ELLIS ST,, , ,,,OUT, ,Not Subject to the Program,
0324,020,449 OFARRELL ST,X,02/25/14,03/07/14,,,OUT,,Not Subject to the Program,
0324,006,344 ELLIS ST,X,07/30/14,08/13/14,,,OUT,,Not Subject to the Program,
0324,021,433 O'FARRELL ST,X,09/09/14,09/22/14,,,OUT,,Not Subject to the Program,
0324,012,420 JONES ST,X,07/08/14,07/11/14,,,OUT,,Not Subject to the Program,
0326,023,138 CYRIL MAGNIN ST,X,,,,,OUT,,Not Subject to the Program,
0331,001,201 ELLIS ST,X,05/16/14,05/27/14,,,OUT,,Not Subject to the Program,
0331,008,144 EDDY ST,X,09/10/14,09/10/14,,,OUT,,Not Subject to the Program,
0331,006,110 EDDY ST,X,04/30/14,06/17/14,,,OUT,,Not Subject to the Program,
0331,009,156 EDDY ST,X,11/05/13,11/05/13,,,OUT,,Not Subject to the Program,
0331,013,250 TAYLOR ST,, , ,,,OUT, ,Not Subject to the Program,
0332,002,225 TAYLOR ST,X,02/04/14,02/07/14,,,OUT,,Not Subject to the Program,
0332,005,234 EDDY ST,X,10/18/13,10/18/13,,,OUT,,Not Subject to the Program,
0332,016,355 ELLIS ST,X,06/10/14,06/12/14,,,OUT,,Not Subject to the Program,
0332,003,200 EDDY ST,X,01/14/14,02/11/14,,,OUT,,Not Subject to the Program,
0332,014,373 ELLIS ST.,,06/18/14,07/01/14,,,OUT, ,Not Subject to the Program,
0333,014,346 LEAVENWORTH ST,X,01/30/14,01/30/14,,,OUT,,Not Subject to the Program,
0333,001,401 ELLIS ST,X,06/09/14,06/12/14,,,OUT,,Not Subject to the Program,
0333,002,345 JONES ST,X,08/18/14,04/27/15,,,OUT,,Not Subject to the Program,
0333,019,455 ELLIS ST,X,10/30/14,11/14/14,,,OUT,,Not Subject to the Program,
0333,011,364 EDDY ST,X,03/03/14,03/07/14,,,OUT,,Not Subject to the Program,
0333,018,463 ELLIS ST,X,09/02/14,09/02/14,,,OUT,,Not Subject to the Program,
0333,012,380 EDDY ST,X,08/22/14,08/28/14,,,OUT,,Not Subject to the Program,
0333,021,433 ELLIS ST,X,02/26/14,02/26/14,,,OUT,,Not Subject to the Program,
0334,022,565 ELLIS ST,X,07/29/14,10/16/15,,,OUT,,Not Subject to the Program,
0334,018,328 HYDE ST,X,11/18/14,12/04/14,,,OUT,,Not Subject to the Program,
0334,016,300 HYDE ST,X,11/20/13,11/22/13,,,OUT,,Not Subject to the Program,
0334,017,324 HYDE ST,X,06/26/14,07/01/14,,,OUT,,Not Subject to the Program,
0334,003,335 LEAVENWORTH ST,X,09/15/14,10/16/14,,,OUT,,Not Subject to the Program,
0334,007,420 EDDY ST,X,08/12/14,08/19/14,,,OUT,,Not Subject to the Program,
0334,006,410 EDDY ST,X,08/12/14,08/19/14,,,OUT,,Not Subject to the Program,
0334,001,391 LEAVENWORTH ST,X,10/20/14,10/20/14,,,OUT,,Not Subject to the Program,
0334,004,325 LEAVENWORTH ST,X,03/24/14,03/24/14,,,OUT,,Not Subject to the Program,
0334,019,334 HYDE ST,X,09/20/13,09/30/13,,,OUT,,Not Subject to the Program,
0334,021,360 HYDE ST,X,03/31/14,03/31/14,,,IN,4,Screening Form Accepted,
0335,002B,309 HYDE ST,X,09/07/14,09/10/14,,,OUT,,Not Subject to the Program,
0335,018,677 ELLIS ST,X,10/29/14,10/30/14,,,OUT,,Not Subject to the Program,
0335,019,669 ELLIS ST,X,08/11/14,08/11/14,,,OUT,,Not Subject to the Program,
0335,001B,337 HYDE ST,X,02/06/14,02/11/14,,,OUT,,Not Subject to the Program,
0335,022,635 ELLIS ST,X,07/28/14,07/28/14,,,IN,2,Screening Form Accepted,
0336,004,416 TURK ST,X,10/29/14,10/30/14,,,OUT,,Not Subject to the Program,
0336,014A,581 EDDY ST,X,07/28/14,08/07/14,,,OUT,,Not Subject to the Program,
0336,015,555 EDDY ST,X,03/31/14,04/17/14,,,OUT,,Not Subject to the Program,
0337,015,493 EDDY ST,X,06/19/14,07/01/14,,,OUT,,Not Subject to the Program,
0337,004,237 LEAVENWORTH ST,X,08/27/14,08/28/14,,,OUT,,Not Subject to the Program,
0337,001,401 EDDY ST,X,08/14/14,08/19/14,,,OUT,,Not Subject to the Program,
0337,007,308 TURK ST,X,09/07/14,09/10/14,,,OUT,,Not Subject to the Program,
0337,022,481 EDDY ST,X,01/14/14,02/11/14,,,OUT,,Not Subject to the Program,
0337,019,425 EDDY ST,X,10/08/13,10/08/13,,,IN,3,Screening Form Accepted,
0338,017,246 LEAVENWORTH ST,X,07/21/14,07/25/14,,,OUT,,Not Subject to the Program,
0338,015,236 LEAVENWORTH ST,X,08/11/14,08/11/14,,,OUT,,Not Subject to the Program,
0338,002,219 JONES ST,X,07/23/14,07/29/14,,,OUT,,Not Subject to the Program,
0339,009,162 TURK ST,X,05/05/14,05/06/14,,,OUT,,Not Subject to the Program,
0339,017,201 EDDY ST,X,10/20/14,10/20/14,,,OUT,,Not Subject to the Program,
0339,016,233 EDDY ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
0339,004,116 TURK ST,X,07/01/14,03/17/16,,,OUT,,Not Subject to the Program,
0340,010,66 TURK ST,X,07/28/14,08/07/14,,,OUT,,Not Subject to the Program,
0340,012,112 TAYLOR ST,X,10/28/14,10/30/14,,,OUT,,Not Subject to the Program,
0341,008,48 MASON ST,X,02/20/14,03/07/14,,,OUT,,Not Subject to the Program,
0343,001,101 TURK ST,X,07/23/14,07/25/14,,,OUT,,Not Subject to the Program,
0345,006,248 GOLDEN GATE AV,X,03/27/14,03/27/14,,,OUT,,Not Subject to the Program,
0345,012,138 HYDE ST,X,03/31/14,03/31/14,,,IN,2,Screening Form Accepted,
0345,012C,381 TURK ST,X,08/11/14,08/11/14,,,IN,2,Screening Form Accepted,
0345,009,120 HYDE ST,X,09/11/14,09/11/14,,,IN,4,Screening Form Accepted,
0346,006,366 GOLDEN GATE AV,X,04/30/14,05/06/14,,,OUT,,Not Subject to the Program,
0346,015,459 TURK ST,X,10/18/13,10/18/13,,,OUT,,Not Subject to the Program,
0346,010,452 LARKIN ST,X,10/18/13,10/18/13,,,OUT,,Not Subject to the Program,
0346,007,434 LARKIN ST,X,10/17/14,10/20/14,,,OUT,,Not Subject to the Program,
0347,007,268 MCALLISTER ST,X,06/05/14,06/12/14,,,OUT,,Not Subject to the Program,
0347,006,250 MCALLISTER ST,X,01/14/14,02/11/14,,,OUT,,Not Subject to the Program,
0349,008,60 LEAVENWORTH ST,X,09/02/14,09/02/14,,,OUT,,Not Subject to the Program,
0350,001,1000 MARKET ST,X,10/10/14,10/16/14,,,OUT,,Not Subject to the Program,
0355,009,1272 MARKET ST,X,10/16/13,10/16/13,,,OUT,,Not Subject to the Program,
0355,010,1278 MARKET ST,X,10/16/13,10/16/13,,,OUT,,Not Subject to the Program,
0417B,008,401 AVILA ST,X,10/09/13,10/09/13,,,OUT,,Not Subject to the Program,
0417B,001,499 MARINA BL,X,08/05/14,08/07/14,,,OUT,,Not Subject to the Program,
0417B,004,241 CERVANTES BL,X,08/27/14,08/27/14,,,IN,4,Screening Form Accepted,
0417B,005,239 CERVANTES BL,X,08/15/14,08/15/14,,,IN,4,Screening Form Accepted,
0417B,017,233 CERVANTES BL,X,06/25/14,06/25/14,,,IN,4,Screening Form Accepted,
0417B,012,3800 SCOTT ST,X,08/21/14,08/21/14,,,IN,4,Screening Form Accepted,
0417B,013,3820 SCOTT ST,X,05/10/14,06/17/14,05/10/14,06/17/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0418A,010,35 CASA WY,X,11/19/13,11/19/13,,,IN,3,Screening Form Accepted,
0418A,014,7 CASA WY,X,07/22/14,07/22/14,,,IN,4,Screening Form Accepted,
0418A,003,75 CASA WY,X,07/24/14,07/24/14,,,IN,4,Screening Form Accepted,
0419A,009,2 CASA WY,X,11/20/14,12/04/14,,,OUT, ,Not Subject to the Program,
0419A,004,141 RETIRO WY,X,07/31/14,07/31/14,,,IN,3,Screening Form Accepted,
0436B,005,1580 BEACH ST,X,03/12/14,04/30/15,,,OUT,,Not Subject to the Program,
0436D,009,1600 BEACH ST,,09/02/14,09/02/14,,,OUT, ,Not Subject to the Program,
0436D,021,3720 FILLMORE ST,X,01/12/15,01/15/15,,,OUT, ,Not Subject to the Program,
0436D,025,3740 FILLMORE ST,X,12/05/13,12/05/13,,,OUT,,Not Subject to the Program,
0436D,001,3757 WEBSTER ST,X,06/05/14,07/14/14,,,OUT,,Not Subject to the Program,
0436D,018,1690 BEACH ST,X,09/19/14,06/11/15,,,OUT,,Not Subject to the Program,
0436E,001,1601 BEACH ST,X,03/12/14,07/16/15,,,OUT,,Not Subject to the Program,
0436E,020,3670 FILLMORE ST,X,05/14/14,09/02/14,,,OUT,,Not Subject to the Program,
0436E,026,1695 BEACH ST,X,08/05/14,08/07/14,,,OUT,,Not Subject to the Program,
0436E,018,3650 FILLMORE ST,X,08/22/14,08/28/14,,,OUT,,Not Subject to the Program,
0436F,036,3620 FILLMORE ST,X,10/31/13,10/31/13,,,IN,4,"Work Complete, CFC Issued",
0436F,009,1700 BAY ST,X,01/23/14,03/18/14,,,OUT,,Not Subject to the Program,
0436F,001,1701 NORTH POINT ST,X,08/05/14,08/07/14,,,OUT,,Not Subject to the Program,
0436F,037,1734 BAY ST,X,08/21/14,08/28/14,,,OUT,,Not Subject to the Program,
0438A,007,3755 FILLMORE ST,X,12/30/13,12/30/13,,,IN,3,"Work Complete, CFC Issued",
0438A,035,3789 FILLMORE ST,X,10/16/14,10/20/14,,,IN,2,Screening Form Accepted,
0438A,029,74 RETIRO WY,X,04/29/14,04/29/14,,,IN,4,Screening Form Accepted,
0438A,006,3759 FILLMORE ST,X,04/29/14,04/29/14,,,IN,4,Screening Form Accepted,
0438A,003,3775 FILLMORE ST,X,06/17/14,06/17/14,,,IN,4,Screening Form Accepted,
0438A,012,3727 FILLMORE ST,X,10/24/14,10/24/14,,,IN,3,Screening Form Accepted,
0438A,016,1700 BEACH ST,X,08/07/14,08/07/14,,,IN,4,Screening Form Accepted,
0438A,018,1740 BEACH ST,X,08/05/14,08/05/14,,,IN,4,Screening Form Accepted,
0438A,010,3737 FILLMORE ST,X,09/12/14,09/12/14,09/12/14,10/02/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0438A,015,3711 FILLMORE ST,X,08/06/14,08/27/15,09/22/15,09/25/15,OUT,,Screening Form and Optional Evaluation Form Approved,
0439A,006,1750 BEACH ST,X,10/03/14,10/03/14,,,IN,4,Screening Form Accepted,
0439A,001,5 RICO WY,X,08/07/14,08/07/14,,,IN,4,Screening Form Accepted,
0440A,010,1900 BEACH ST,X,03/16/14,03/18/14,,,OUT,,Not Subject to the Program,
0440A,006,125 CERVANTES BL,X,08/26/14,08/28/14,,,OUT,,Not Subject to the Program,
0440A,001,5 PRADO ST,X,03/14/14,03/14/14,,,IN,4,Screening Form Accepted,
0440A,008A,1830 BEACH ST,,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
0440B,012,3730 SCOTT ST,X,04/18/14,04/18/14,,,IN,4,Screening Form Accepted,
0440B,015,3750 SCOTT ST,X,09/20/13,09/20/13,,,IN,2,Screening Form Accepted,
0440B,010,3720 SCOTT ST,X,08/25/14,08/25/14,,,IN,3,Screening Form Accepted,
0441A,001,1955 BEACH ST,X,10/14/14,10/14/14,,,IN,3,Screening Form Accepted,
0441A,023,3636 SCOTT ST,X,02/14/14,03/07/14,,,OUT,,Not Subject to the Program,
0441B,001,1901 BEACH ST,X,06/17/14,06/17/14,,,IN,3,Permit Issued,
0441B,014,100 CAPRA WY,X,05/04/14,05/04/14,,,OUT,,Not Subject to the Program,
0442A,023,3560 PIERCE ST,X,07/29/14,07/29/14,,,IN,4,"Work Complete, CFC Issued",
0442A,001,1801 BEACH ST,X,04/22/14,04/22/14,,,IN,2,Permit Filed,
0442A,013,10 CAPRA WY,X,04/25/14,04/25/14,,,IN,4,Screening Form Accepted,
0442A,022,3554 PIERCE ST, ,08/25/14,08/25/14,,,IN,4,Screening Form Accepted,
0442A,014,40 CAPRA WY,X,11/19/13,11/19/13,,,IN,3,Screening Form Accepted,
0442A,015,50 CAPRA WAY,X,04/30/14,04/30/14,,,IN,4,Screening Form Accepted,
0443A,021,1745 BEACH ST,X,01/27/14,01/27/14,,,IN,2,"Work Complete, CFC Issued",
0443A,015,98 CERVANTES BL,X,03/26/14,03/26/14,,,IN,3,Permit Issued,
0443A,001,1701 BEACH ST,X,05/05/14,05/05/14,,,IN,4,Permit Issued,
0443A,001F,3655 FILLMORE ST,X,11/19/13,11/19/13,,,IN,3,Permit Issued,
0443A,003,36 CERVANTES BL,X,10/23/13,11/01/13,,,OUT,,Not Subject to the Program,
0443A,027,3675 FILLMORE ST,X,07/23/14,07/23/14,,,IN,4,Screening Form Accepted,
0443A,001D,3665 FILLMORE ST,X,09/12/14,09/12/14,,,IN,2,Screening Form Accepted,
0443A,005,44 CERVANTES BL,X,09/12/14,09/12/14,,,IN,2,Screening Form Accepted,
0443A,004,40 CERVANTES BL,X,10/16/14,10/16/14,,,IN,4,Screening Form Accepted,
0443A,001I,3637 FILLMORE ST,X,09/12/14,09/12/14,09/12/14,10/02/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0443A,001J,3625 FILLMORE ST,X,08/26/14,08/26/14,08/28/14,08/28/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0445A,005,3717 BUCHANAN ST,,09/15/15,09/15/15,,,OUT,,Not Subject to the Program,
0445A,014,1690 NORTH POINT ST,X,01/27/14,01/27/14,,,OUT,,Not Subject to the Program,
0445A,034,1501 BEACH ST, ,08/12/14,08/19/14,,,OUT, ,Not Subject to the Program,
0453,003B,910 BAY ST,X,06/05/14,06/05/14,,,IN,3,Permit Issued,
0453,003C,920 BAY ST,X,09/12/14,09/12/14,,,IN,3,"Work Complete, CFC Issued",
0453,005,960 BAY ST,X,08/20/14,08/20/14,,,IN,3,"Work Complete, CFC Issued",
0453,010,3062 POLK ST,X,06/03/14,06/03/14,,,IN,4,Screening Form Accepted,
0453,004,940 BAY ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
0453,004A,950 BAY ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
0453,005B,970 BAY ST,X,11/12/13,11/12/13,,,IN,3,Screening Form Accepted,
0453,003A,900 BAY ST,X,05/12/14,05/12/14,09/08/14,12/23/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0459,005,1501 NORTH POINT ST,X,09/12/14,10/04/14,,,OUT,,Not Subject to the Program,
0459,009,3501 LAGUNA ST,X,05/01/14,05/01/14,,,IN,2,Screening Form Accepted,
0460A,009,1640 BAY ST,X,07/14/14,07/14/14,,,IN,2,Permit Filed,
0460A,011,1660 BAY ST,X,01/27/14,02/07/14,,,OUT,,Not Subject to the Program,
0460A,013,1690 BAY ST,X,09/04/14,09/15/14,,,OUT,,Not Subject to the Program,
0460A,021,1695 NORTH POINT ST,X,08/22/14,08/28/14,,,OUT,,Not Subject to the Program,
0460A,003,3645 BUCHANAN ST,X,07/01/14,07/01/14,,,IN,4,Screening Form Accepted,
0462A,001,95 CERVANTES BL,X,02/24/14,02/24/14,,,IN,4,Permit Issued,
0462A,008,65 CERVANTES BL,X,06/23/14,06/23/14,,,IN,4,Screening Form Accepted,
0462A,019,90 ALHAMBRA ST,X,08/26/14,08/28/14,08/26/14,08/28/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0462A,018,2 ALHAMBRA ST,X,07/18/14,07/18/14,02/11/15,02/17/15,OUT,,Screening Form and Optional Evaluation Form Approved,
0463A,001,225 MALLORCA WY,X,09/24/13,09/24/13,,,IN,2,Work Complete,
0463A,003,201 MALLORCA WY,X,11/04/13,11/04/13,,,IN,3,"Work Complete, CFC Issued",
0463A,022,3450 PIERCE ST,X,08/05/14,08/05/14,,,IN,3,"Work Complete, CFC Issued",
0463A,018,3436 PIERCE ST,X,03/16/14,03/18/14,,,OUT,,Not Subject to the Program,
0463A,016,190 ALHAMBRA ST,X,03/24/14,03/24/14,,,OUT,,Not Subject to the Program,
0463A,027,75 CAPRA WY,X,09/08/14,09/08/14,,,IN,4,Screening Form Accepted,
0463A,017,3420 PIERCE ST,X,03/26/14,03/26/14,,,IN,3,Screening Form Accepted,
0463A,020,3440 PIERCE ST, ,08/20/14,08/20/14,,,IN,4,Screening Form Accepted,
0463A,033,25 CAPRA WY,X,08/15/14,08/15/14,,,IN,2,Screening Form Accepted,
0464A,011,3415 PIERCE ST,X,04/28/14,04/28/14,,,IN,4,Screening Form Accepted,
0464A,006,3445 PIERCE ST,X,12/19/13,12/19/13,,,IN,4,Screening Form Accepted,
0464A,004,3471 PIERCE ST,X,08/27/14,08/27/14,,,IN,3,Screening Form Accepted,
0464A,002,3481 PIERCE ST,,07/23/14,07/23/14,,,IN,4,Screening Form Accepted,
0464A,001,101 CAPRA WY,X,08/26/14,08/28/14,08/26/14,08/28/14,OUT, ,Screening Form and Optional Evaluation Form Approved,
0465A,017,290 ALHAMBRA ST,X,12/19/13,12/19/13,,,IN,4,Screening Form Accepted,
0465A,032,3490 SCOTT ST,X,11/20/14,11/20/14,11/20/14,11/20/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0466A,001,165 MALLORCA WY,X,11/06/13,11/08/13,,,OUT,,Not Subject to the Program,
0466A,029,195 ALHAMBRA ST,X,05/20/14,05/20/14,,,OUT,,Not Subject to the Program,
0466A,033,175 ALHAMBRA ST,X,07/16/14,07/16/14,,,IN,4,Screening Form Accepted,
0466A,028,3366 PIERCE ST,X,02/03/14,02/03/14,,,IN,3,Screening Form Accepted,
0466A,031,179 ALHAMBRA ST,X,07/29/14,07/29/14,,,IN,4,Screening Form Accepted,
0466A,027,96 TOLEDO WY,X,04/07/14,04/07/14,,,IN,4,Screening Form Accepted,
0466A,008,2 TOLEDO WY,X,05/01/14,05/05/14,05/01/14,05/05/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0467A,021,3423 FILLMORE ST,X,08/14/14,08/14/14,,,IN,3,"Work Complete, CFC Issued",
0467A,050,15 CERVANTES BL,X,03/11/14,03/18/14,,,OUT,,Not Subject to the Program,
0467A,023,2000 CHESTNUT ST,X,03/14/14,03/18/14,,,OUT,,Not Subject to the Program,
0467A,011,3535 FILLMORE ST,X,07/16/14,07/16/14,,,IN,4,Screening Form Accepted,
0467A,046,180 MALLORCA WY,X,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
0467A,014,3515 FILLMORE ST,X,09/04/14,09/04/14,,,IN,2,Screening Form Accepted,
0467A,005,3575 FILLMORE ST,X,09/11/14,09/11/14,,,IN,2,Screening Form Accepted,
0467A,007,3565 FILLMORE ST,X,07/14/14,07/14/14,,,IN,4,Screening Form Accepted,
0467A,044,154 MALLORCA WY,X,08/11/14,08/11/14,08/11/14,08/18/14,OUT,,Screening Form and Optional Evaluation Form Approved,
